,Sentence #,Word,POS,Tag
80256,,least,JJS,O
80257,,three,CD,O
80258,,people,NNS,O
80259,,in,IN,O
80260,,northwestern,JJ,O
80261,,Pakistan,NNP,B-geo
80262,,.,.,O
80263,Sentence: 3652,Intelligence,NN,O
80264,,officials,NNS,O
80265,,say,VBP,O
80266,,the,DT,O
80267,,pace,NN,O
80268,,of,IN,O
80269,,attacks,NNS,O
80270,,by,IN,O
80271,,drones,NNS,O
80272,,(,LRB,O
80273,,unmanned,JJ,O
80274,,aircraft,NN,O
80275,,),RRB,O
80276,,has,VBZ,O
80277,,increased,VBN,O
80278,,under,IN,O
80279,,the,DT,O
80280,,Obama,NNP,B-per
80281,,administration,NN,O
80282,,.,.,O
80283,Sentence: 3653,The,DT,O
80284,,U.S.,NNP,B-org
80285,,State,NNP,I-org
80286,,Department,NNP,I-org
80287,,says,VBZ,O
80288,,it,PRP,O
80289,,is,VBZ,O
80290,,encouraged,VBN,O
80291,,by,IN,O
80292,,Nicaragua,NNP,B-geo
80293,,'s,POS,O
80294,,decision,NN,O
80295,,to,TO,O
80296,,ratify,VB,O
80297,,the,DT,O
80298,,Central,NNP,B-art
80299,,American,NNP,I-art
80300,,Free,NNP,I-art
80301,,Trade,NNP,I-art
80302,,Agreement,NNP,I-art
80303,,(,LRB,O
80304,,CAFTA,NNP,O
80305,,),RRB,O
80306,,.,.,O
80307,Sentence: 3654,In,IN,O
80308,,a,DT,O
80309,,statement,NN,O
80310,,issued,VBN,O
80311,,Tuesday,NNP,B-tim
80312,,",",",",O
80313,,Deputy,NNP,B-org
80314,,Spokesman,NNP,I-org
80315,,Adam,NNP,I-org
80316,,Ereli,NNP,I-org
80317,,called,VBD,O
80318,,the,DT,O
80319,,economic,JJ,O
80320,,pact,NN,O
80321,,"""",``,O
80322,,Nicaragua,NNP,B-geo
80323,,'s,POS,O
80324,,best,JJS,O
80325,,opportunity,NN,O
80326,,"""",``,O
80327,,to,TO,O
80328,,gain,VB,O
80329,,the,DT,O
80330,,benefits,NNS,O
80331,,of,IN,O
80332,,trade,NN,O
80333,,and,CC,O
80334,,investment,NN,O
80335,,.,.,O
80336,Sentence: 3655,He,PRP,O
80337,,also,RB,O
80338,,said,VBD,O
80339,,Nicaragua,NNP,B-geo
80340,,has,VBZ,O
80341,,taken,VBN,O
80342,,positive,JJ,O
80343,,political,JJ,O
80344,,steps,NNS,O
80345,,since,IN,O
80346,,Deputy,NNP,B-org
80347,,Secretary,NNP,O
80348,,of,IN,O
80349,,State,NNP,B-org
80350,,Robert,NNP,I-org
80351,,Zoellick,NNP,I-org
80352,,visited,VBD,O
80353,,last,JJ,O
80354,,week,NN,O
80355,,.,.,O
80356,Sentence: 3656,President,NNP,B-per
80357,,Bush,NNP,I-per
80358,,has,VBZ,O
80359,,said,VBN,O
80360,,the,DT,O
80361,,deal,NN,O
80362,,will,MD,O
80363,,strengthen,VB,O
80364,,democracy,NN,O
80365,,and,CC,O
80366,,reduce,VB,O
80367,,poverty,NN,O
80368,,in,IN,O
80369,,the,DT,O
80370,,Latin,JJ,O
80371,,American,JJ,B-gpe
80372,,nations,NNS,O
80373,,that,WDT,O
80374,,have,VBP,O
80375,,signed,VBN,O
80376,,the,DT,O
80377,,bill,NN,O
80378,,.,.,O
80379,Sentence: 3657,The,DT,O
80380,,economic,JJ,O
80381,,deal,NN,O
80382,,removes,VBZ,O
80383,,trade,NN,O
80384,,barriers,NNS,O
80385,,between,IN,O
80386,,the,DT,O
80387,,United,NNP,B-geo
80388,,States,NNPS,I-geo
80389,,and,CC,O
80390,,Costa,NNP,B-geo
80391,,Rica,NNP,I-geo
80392,,",",",",O
80393,,El,NNP,B-per
80394,,Salvador,NNP,I-per
80395,,",",",",O
80396,,Guatemala,NNP,B-geo
80397,,",",",",O
80398,,Honduras,NNP,B-geo
80399,,",",",",O
80400,,Nicaragua,NNP,B-geo
80401,,and,CC,O
80402,,the,DT,O
80403,,Dominican,NNP,B-geo
80404,,Republic,NNP,I-geo
80405,,.,.,O
80406,Sentence: 3658,In,IN,O
80407,,the,DT,O
80408,,United,NNP,B-geo
80409,,States,NNPS,I-geo
80410,,",",",",O
80411,,supporters,NNS,O
80412,,of,IN,O
80413,,the,DT,O
80414,,plan,NN,O
80415,,say,VBP,O
80416,,it,PRP,O
80417,,will,MD,O
80418,,open,VB,O
80419,,new,JJ,O
80420,,markets,NNS,O
80421,,for,IN,O
80422,,U.S.,NNP,B-geo
80423,,goods,NNS,O
80424,,and,CC,O
80425,,services,NNS,O
80426,,.,.,O
80427,Sentence: 3659,Critics,NNS,O
80428,,say,VBP,O
80429,,it,PRP,O
80430,,will,MD,O
80431,,send,VB,O
80432,,U.S.,NNP,B-geo
80433,,jobs,NNS,O
80434,,to,TO,O
80435,,Central,NNP,B-geo
80436,,America,NNP,I-geo
80437,,",",",",O
80438,,where,WRB,O
80439,,labor,NN,O
80440,,is,VBZ,O
80441,,cheaper,JJR,O
80442,,.,.,O
80443,Sentence: 3660,An,DT,O
80444,,Iranian,JJ,B-gpe
80445,,official,NN,O
80446,,says,VBZ,O
80447,,his,PRP$,O
80448,,country,NN,O
80449,,will,MD,O
80450,,continue,VB,O
80451,,cooperating,VBG,O
80452,,with,IN,O
80453,,the,DT,O
80454,,U.N.,NNP,B-org
80455,,nuclear,JJ,O
80456,,agency,NN,O
80457,,to,TO,O
80458,,prevent,VB,O
80459,,the,DT,O
80460,,imposition,NN,O
80461,,of,IN,O
80462,,more,JJR,O
80463,,Security,NNP,B-org
80464,,Council,NNP,I-org
80465,,sanctions,NNS,O
80466,,.,.,O
80467,Sentence: 3661,Foreign,NNP,B-org
80468,,Ministry,NNP,I-org
80469,,spokesman,NN,O
80470,,Mohammad,NNP,B-per
80471,,Ali,NNP,I-per
80472,,Hosseini,NNP,I-per
80473,,made,VBD,O
80474,,the,DT,O
80475,,comment,NN,O
80476,,Sunday,NNP,B-tim
80477,,.,.,O
80478,Sentence: 3662,On,IN,O
80479,,Friday,NNP,B-tim
80480,,",",",",O
80481,,world,NN,O
80482,,powers,NNS,O
80483,,meeting,VBG,O
80484,,at,IN,O
80485,,the,DT,O
80486,,U.N.,NNP,B-org
80487,,agreed,VBD,O
80488,,to,TO,O
80489,,put,VB,O
80490,,off,RP,O
80491,,until,IN,O
80492,,November,NNP,B-tim
80493,,efforts,NNS,O
80494,,to,TO,O
80495,,approve,VB,O
80496,,new,JJ,O
80497,,sanctions,NNS,O
80498,,.,.,O
80499,Sentence: 3663,But,CC,O
80500,,",",",",O
80501,,the,DT,O
80502,,United,NNP,B-geo
80503,,States,NNPS,I-geo
80504,,",",",",O
80505,,other,JJ,O
80506,,permanent,JJ,O
80507,,Security,NNP,B-org
80508,,Council,NNP,I-org
80509,,members,NNS,O
80510,,and,CC,O
80511,,Germany,NNP,B-geo
80512,,said,VBD,O
80513,,they,PRP,O
80514,,will,MD,O
80515,,seek,VB,O
80516,,a,DT,O
80517,,third,JJ,O
80518,,round,NN,O
80519,,of,IN,O
80520,,sanctions,NNS,O
80521,,against,IN,O
80522,,Iran,NNP,B-geo
80523,,unless,IN,O
80524,,diplomacy,NN,O
80525,,can,MD,O
80526,,resolve,VB,O
80527,,the,DT,O
80528,,dispute,NN,O
80529,,by,IN,O
80530,,November,NNP,B-tim
80531,,.,.,O
80532,Sentence: 3664,The,DT,O
80533,,United,NNP,B-geo
80534,,States,NNPS,I-geo
80535,,and,CC,O
80536,,its,PRP$,O
80537,,allies,NNS,O
80538,,accuse,VBP,O
80539,,Tehran,NNP,B-org
80540,,of,IN,O
80541,,trying,VBG,O
80542,,to,TO,O
80543,,build,VB,O
80544,,atomic,JJ,O
80545,,weapons,NNS,O
80546,,under,IN,O
80547,,the,DT,O
80548,,cover,NN,O
80549,,of,IN,O
80550,,a,DT,O
80551,,civilian,JJ,O
80552,,nuclear,JJ,O
80553,,program,NN,O
80554,,.,.,O
80555,Sentence: 3665,Iran,NNP,B-geo
80556,,denies,VBZ,O
80557,,the,DT,O
80558,,charge,NN,O
80559,,.,.,O
80560,Sentence: 3666,The,DT,O
80561,,United,NNP,B-geo
80562,,States,NNPS,I-geo
80563,,",",",",O
80564,,France,NNP,B-geo
80565,,and,CC,O
80566,,Britain,NNP,B-geo
80567,,favor,VBP,O
80568,,imposing,VBG,O
80569,,new,JJ,O
80570,,sanctions,NNS,O
80571,,on,IN,O
80572,,Iran,NNP,B-geo
80573,,for,IN,O
80574,,its,PRP$,O
80575,,refusal,NN,O
80576,,to,TO,O
80577,,suspend,VB,O
80578,,sensitive,JJ,O
80579,,nuclear,JJ,O
80580,,activities,NNS,O
80581,,.,.,O
80582,Sentence: 3667,Russia,NNP,B-geo
80583,,and,CC,O
80584,,China,NNP,B-geo
80585,,say,VBP,O
80586,,Tehran,NNP,B-org
80587,,should,MD,O
80588,,be,VB,O
80589,,given,VBN,O
80590,,more,JJR,O
80591,,time,NN,O
80592,,before,IN,O
80593,,further,JJ,O
80594,,sanctions,NNS,O
80595,,are,VBP,O
80596,,imposed,VBN,O
80597,,.,.,O
80598,Sentence: 3668,The,DT,O
80599,,U.S.,NNP,B-geo
80600,,ambassador,NN,O
80601,,to,TO,O
80602,,the,DT,O
80603,,United,NNP,B-org
80604,,Nations,NNP,I-org
80605,,is,VBZ,O
80606,,dismissing,VBG,O
80607,,charges,NNS,O
80608,,by,IN,O
80609,,Venezuela,NNP,B-geo
80610,,'s,POS,O
80611,,foreign,JJ,O
80612,,minister,NN,O
80613,,that,IN,O
80614,,he,PRP,O
80615,,was,VBD,O
80616,,mistreated,VBN,O
80617,,by,IN,O
80618,,New,NNP,B-geo
80619,,York,NNP,I-geo
80620,,airport,NN,O
80621,,security,NN,O
80622,,",",",",O
80623,,calling,VBG,O
80624,,the,DT,O
80625,,diplomat,NN,O
80626,,'s,POS,O
80627,,protest,NN,O
80628,,"""",``,O
80629,,street,NN,O
80630,,theater,NN,O
80631,,.,.,O
80632,,"""",``,O
80633,Sentence: 3669,U.S.,NNP,B-geo
80634,,envoy,NN,O
80635,,John,NNP,B-per
80636,,Bolton,NNP,I-per
80637,,said,VBD,O
80638,,Monday,NNP,B-tim
80639,,",",",",O
80640,,there,EX,O
80641,,was,VBD,O
80642,,no,DT,O
80643,,incident,NN,O
80644,,at,IN,O
80645,,the,DT,O
80646,,John,NNP,B-geo
80647,,F.,NNP,I-geo
80648,,Kennedy,NNP,I-geo
80649,,airport,NN,I-geo
80650,,",",",",O
80651,,where,WRB,O
80652,,Venezuela,NNP,B-geo
80653,,'s,POS,O
80654,,Nicolas,NNP,B-geo
80655,,Maduro,NNP,I-geo
80656,,was,VBD,O
80657,,detained,VBN,O
80658,,by,IN,O
80659,,authorities,NNS,O
80660,,Saturday,NNP,B-tim
80661,,.,.,O
80662,Sentence: 3670,Maduro,NNP,B-geo
80663,,says,VBZ,O
80664,,officials,NNS,O
80665,,frisked,VBD,O
80666,,and,CC,O
80667,,physically,RB,O
80668,,threatened,VBD,O
80669,,him,PRP,O
80670,,.,.,O
80671,Sentence: 3671,Bolton,NNP,B-per
80672,,said,VBD,O
80673,,Maduro,NNP,B-geo
80674,,purchased,VBD,O
80675,,his,PRP$,O
80676,,plane,NN,O
80677,,ticket,NN,O
80678,,in,IN,O
80679,,a,DT,O
80680,,time,NN,O
80681,,and,CC,O
80682,,manner,NN,O
80683,,that,WDT,O
80684,,raised,VBD,O
80685,,security,NN,O
80686,,concerns,NNS,O
80687,,",",",",O
80688,,and,CC,O
80689,,instead,RB,O
80690,,of,IN,O
80691,,complying,VBG,O
80692,,with,IN,O
80693,,a,DT,O
80694,,secondary,JJ,O
80695,,screening,NN,O
80696,,",",",",O
80697,,Bolton,NNP,B-per
80698,,says,VBZ,O
80699,,Maduro,NNP,B-geo
80700,,called,VBD,O
80701,,reporters,NNS,O
80702,,about,IN,O
80703,,the,DT,O
80704,,incident,NN,O
80705,,.,.,O
80706,Sentence: 3672,Bolton,NNP,B-per
80707,,labeled,VBD,O
80708,,Maduro,NNP,B-geo
80709,,'s,POS,O
80710,,actions,NNS,O
80711,,"""",``,O
80712,,propaganda,NN,O
80713,,.,.,O
80714,,"""",``,O
80715,Sentence: 3673,Maduro,NNP,B-geo
80716,,rejected,VBD,O
80717,,a,DT,O
80718,,U.S.,NNP,B-geo
80719,,apology,NN,O
80720,,for,IN,O
80721,,the,DT,O
80722,,incident,NN,O
80723,,",",",",O
80724,,which,WDT,O
80725,,capped,VBD,O
80726,,a,DT,O
80727,,tense,JJ,O
80728,,week,NN,O
80729,,for,IN,O
80730,,U.S.-Venezuelan,JJ,O
80731,,relations,NNS,O
80732,,.,.,O
80733,Sentence: 3674,At,IN,O
80734,,the,DT,O
80735,,U.N.,NNP,B-org
80736,,General,NNP,I-org
80737,,Assembly,NNP,I-org
80738,,last,JJ,O
80739,,week,NN,O
80740,,",",",",O
80741,,Venezuelan,JJ,B-gpe
80742,,President,NNP,B-per
80743,,Hugo,NNP,I-per
80744,,Chavez,NNP,I-per
80745,,called,VBD,O
80746,,President,NNP,B-per
80747,,Bush,NNP,I-per
80748,,"""",``,O
80749,,the,DT,O
80750,,devil,NN,O
80751,,.,.,O
80752,,"""",``,O
80753,Sentence: 3675,The,DT,O
80754,,United,NNP,B-org
80755,,Nations,NNPS,I-org
80756,,war,NN,O
80757,,crimes,NNS,O
80758,,tribunal,JJ,O
80759,,has,VBZ,O
80760,,reduced,VBN,O
80761,,to,TO,O
80762,,40,CD,O
80763,,years,NNS,O
80764,,the,DT,O
80765,,life,NN,O
80766,,prison,NN,O
80767,,term,NN,O
80768,,of,IN,O
80769,,a,DT,O
80770,,former,JJ,O
80771,,Bosnian,JJ,B-gpe
80772,,Serb,JJ,I-gpe
80773,,mayor,NN,O
80774,,convicted,VBN,O
80775,,of,IN,O
80776,,overseeing,VBG,O
80777,,detention,NN,O
80778,,camps,NNS,O
80779,,for,IN,O
80780,,Croats,NNS,B-gpe
80781,,and,CC,B-org
80782,,Muslims,NNS,I-org
80783,,.,.,O
80784,Sentence: 3676,The,DT,O
80785,,appeals,NNS,O
80786,,chamber,NN,O
80787,,of,IN,O
80788,,the,DT,O
80789,,Hague-based,JJ,O
80790,,court,NN,O
80791,,Wednesday,NNP,B-tim
80792,,said,VBD,O
80793,,Milomir,NNP,B-per
80794,,Stakic,NNP,I-per
80795,,'s,POS,O
80796,,conviction,NN,O
80797,,would,MD,O
80798,,stand,VB,O
80799,,",",",",O
80800,,but,CC,O
80801,,cut,VBD,O
80802,,his,PRP$,O
80803,,prison,NN,O
80804,,term,NN,O
80805,,.,.,O
80806,Sentence: 3677,The,DT,O
80807,,court,NN,O
80808,,said,VBD,O
80809,,the,DT,O
80810,,lower,JJR,O
80811,,judge,NN,O
80812,,had,VBD,O
80813,,made,VBN,O
80814,,errors,NNS,O
80815,,in,IN,O
80816,,the,DT,O
80817,,sentencing,NN,O
80818,,procedure,NN,O
80819,,",",",",O
80820,,but,CC,O
80821,,called,VBD,O
80822,,the,DT,O
80823,,impact,NN,O
80824,,of,IN,O
80825,,the,DT,O
80826,,problem,NN,O
80827,,limited,VBN,O
80828,,.,.,O
80829,Sentence: 3678,In,IN,O
80830,,2003,CD,B-tim
80831,,",",",",O
80832,,Stakic,NNP,B-per
80833,,was,VBD,O
80834,,the,DT,O
80835,,first,JJ,O
80836,,person,NN,O
80837,,to,TO,O
80838,,be,VB,O
80839,,sentenced,VBN,O
80840,,to,TO,O
80841,,life,NN,O
80842,,in,IN,O
80843,,prison,NN,O
80844,,by,IN,O
80845,,the,DT,O
80846,,tribunal,NN,O
80847,,.,.,O
80848,Sentence: 3679,He,PRP,O
80849,,was,VBD,O
80850,,convicted,VBN,O
80851,,of,IN,O
80852,,helping,VBG,O
80853,,to,TO,O
80854,,set,VB,O
80855,,up,RP,O
80856,,three,CD,O
80857,,prison,NN,O
80858,,camps,NNS,O
80859,,near,IN,O
80860,,the,DT,O
80861,,town,NN,O
80862,,of,IN,O
80863,,Prijedor,NNP,B-geo
80864,,",",",",O
80865,,in,IN,O
80866,,northwestern,JJ,O
80867,,Bosnia-Herzegovina,NNP,O
80868,,where,WRB,O
80869,,he,PRP,O
80870,,was,VBD,O
80871,,mayor,NN,O
80872,,.,.,O
80873,Sentence: 3680,The,DT,O
80874,,court,NN,O
80875,,acquitted,VBN,O
80876,,him,PRP,O
80877,,of,IN,O
80878,,genocide,NN,O
80879,,charges,NNS,O
80880,,.,.,O
80881,Sentence: 3681,More,JJR,O
80882,,than,IN,O
80883,,"20,000",CD,O
80884,,Bosnian,JJ,B-gpe
80885,,Muslims,NNPS,O
80886,,and,CC,O
80887,,Croats,NNS,B-gpe
80888,,were,VBD,O
80889,,driven,VBN,O
80890,,from,IN,O
80891,,their,PRP$,O
80892,,homes,NNS,O
80893,,in,IN,O
80894,,Prijedor,NNP,B-geo
80895,,",",",",O
80896,,and,CC,O
80897,,more,JJR,O
80898,,than,IN,O
80899,,"15,000",CD,O
80900,,were,VBD,O
80901,,killed,VBN,O
80902,,.,.,O
80903,Sentence: 3682,Police,NNS,O
80904,,in,IN,O
80905,,Chile,NNP,B-geo
80906,,have,VBP,O
80907,,used,VBN,O
80908,,water,NN,O
80909,,canons,NNS,O
80910,,and,CC,O
80911,,teargas,NNS,O
80912,,to,TO,O
80913,,disperse,VB,O
80914,,student,NN,O
80915,,demonstrators,NNS,O
80916,,calling,VBG,O
80917,,for,IN,O
80918,,educational,JJ,O
80919,,reform,NN,O
80920,,.,.,O
80921,Sentence: 3683,About,IN,O
80922,,"1,000",CD,O
80923,,students,NNS,O
80924,,attempted,VBN,O
80925,,to,TO,O
80926,,march,VB,O
80927,,through,IN,O
80928,,downtown,NN,O
80929,,Santiago,NNP,B-geo
80930,,Monday,NNP,B-tim
80931,,.,.,O
80932,Sentence: 3684,They,PRP,O
80933,,were,VBD,O
80934,,met,VBN,O
80935,,by,IN,O
80936,,police,NNS,O
80937,,who,WP,O
80938,,broke,VBD,O
80939,,up,RP,O
80940,,the,DT,O
80941,,protest,NN,O
80942,,.,.,O
80943,Sentence: 3685,Students,NNS,O
80944,,threw,VBD,O
80945,,rocks,NNS,O
80946,,at,IN,O
80947,,police,NN,O
80948,,vehicles,NNS,O
80949,,and,CC,O
80950,,tried,VBD,O
80951,,to,TO,O
80952,,block,VB,O
80953,,roads,NNS,O
80954,,with,IN,O
80955,,burning,NN,O
80956,,tires,NNS,O
80957,,.,.,O
80958,Sentence: 3686,The,DT,O
80959,,protest,NN,O
80960,,was,VBD,O
80961,,smaller,JJR,O
80962,,than,IN,O
80963,,one,CD,O
80964,,conducted,VBN,O
80965,,last,JJ,O
80966,,week,NN,O
80967,,by,IN,O
80968,,some,DT,O
80969,,"8,00,000",CD,O
80970,,students,NNS,O
80971,,.,.,O
80972,Sentence: 3687,The,DT,O
80973,,students,NNS,O
80974,,demanded,VBD,O
80975,,free,JJ,O
80976,,public,JJ,O
80977,,transportation,NN,O
80978,,and,CC,O
80979,,fee,NN,O
80980,,waivers,NNS,O
80981,,for,IN,O
80982,,college,NN,O
80983,,entrance,NN,O
80984,,exams,NNS,O
80985,,.,.,O
80986,Sentence: 3688,They,PRP,O
80987,,also,RB,O
80988,,wanted,VBD,O
80989,,reform,NN,O
80990,,of,IN,O
80991,,the,DT,O
80992,,education,NN,O
80993,,law,NN,O
80994,,created,VBN,O
80995,,under,IN,O
80996,,former,JJ,O
80997,,dictator,NN,O
80998,,General,NNP,B-org
80999,,Augusto,NNP,I-org
81000,,Pinochet,NNP,I-org
81001,,.,.,O
81002,Sentence: 3689,Negotiations,NNS,O
81003,,between,IN,O
81004,,the,DT,O
81005,,students,NNS,O
81006,,and,CC,O
81007,,the,DT,O
81008,,government,NN,O
81009,,ended,VBD,O
81010,,Friday,NNP,B-tim
81011,,with,IN,O
81012,,no,DT,O
81013,,agreement,NN,O
81014,,.,.,O
81015,Sentence: 3690,President,NNP,B-per
81016,,Michelle,NNP,I-per
81017,,Bachelet,NNP,I-per
81018,,has,VBZ,O
81019,,promised,VBN,O
81020,,to,TO,O
81021,,reduce,VB,O
81022,,fares,NNS,O
81023,,for,IN,O
81024,,student,NN,O
81025,,bus,NN,O
81026,,passes,NNS,O
81027,,",",",",O
81028,,but,CC,O
81029,,rejected,VBD,O
81030,,demands,NNS,O
81031,,for,IN,O
81032,,free,JJ,O
81033,,transportation,NN,O
81034,,",",",",O
81035,,saying,VBG,O
81036,,it,PRP,O
81037,,is,VBZ,O
81038,,too,RB,O
81039,,costly,JJ,O
81040,,.,.,O
81041,Sentence: 3691,Shi'ite,NNP,O
81042,,negotiators,NNS,O
81043,,in,IN,O
81044,,Iraq,NNP,B-geo
81045,,have,VBP,O
81046,,announced,VBN,O
81047,,a,DT,O
81048,,compromise,NN,O
81049,,deal,NN,O
81050,,that,WDT,O
81051,,will,MD,O
81052,,place,VB,O
81053,,25,CD,O
81054,,more,JJR,O
81055,,Sunnis,NNS,O
81056,,on,IN,O
81057,,the,DT,O
81058,,pan-Iraqi,JJ,O
81059,,committee,NN,O
81060,,drafting,VBG,O
81061,,a,DT,O
81062,,new,JJ,O
81063,,constitution,NN,O
81064,,.,.,O
81065,Sentence: 3692,Thursday,NNP,B-tim
81066,,'s,POS,O
81067,,agreement,NN,O
81068,,breaks,VBZ,O
81069,,weeks,NNS,O
81070,,of,IN,O
81071,,deadlock,NN,O
81072,,over,IN,O
81073,,the,DT,O
81074,,size,NN,O
81075,,and,CC,O
81076,,conditions,NNS,O
81077,,of,IN,O
81078,,Sunni,NNP,B-geo
81079,,participation,NN,O
81080,,on,IN,O
81081,,the,DT,O
81082,,drafting,VBG,O
81083,,committee,NN,O
81084,,.,.,O
81085,Sentence: 3693,Under,IN,O
81086,,the,DT,O
81087,,deal,NN,O
81088,,",",",",O
81089,,15,CD,O
81090,,Sunnis,NNS,O
81091,,will,MD,O
81092,,join,VB,O
81093,,two,CD,O
81094,,others,NNS,O
81095,,already,RB,O
81096,,on,IN,O
81097,,the,DT,O
81098,,committee,NN,O
81099,,.,.,O
81100,Sentence: 3694,The,DT,O
81101,,remaining,VBG,O
81102,,10,CD,O
81103,,Sunnis,NNS,O
81104,,will,MD,O
81105,,serve,VB,O
81106,,as,IN,O
81107,,advisors,NNS,O
81108,,.,.,O
81109,Sentence: 3695,Iraqi,JJ,B-gpe
81110,,President,NNP,B-per
81111,,Jalal,NNP,I-per
81112,,Talabani,NNP,I-per
81113,,",",",",O
81114,,a,DT,O
81115,,Sunni,NNP,B-geo
81116,,Kurd,NNP,I-geo
81117,,",",",",O
81118,,last,JJ,O
81119,,week,NN,O
81120,,backed,VBD,O
81121,,Sunni,NNP,B-geo
81122,,Arab,NNP,I-geo
81123,,demands,NNS,O
81124,,for,IN,O
81125,,25,CD,O
81126,,seats,NNS,O
81127,,on,IN,O
81128,,the,DT,O
81129,,panel,NN,O
81130,,.,.,O
81131,Sentence: 3696,But,CC,O
81132,,Prime,NNP,B-per
81133,,Minister,NNP,O
81134,,Ibrahim,NNP,B-per
81135,,Jaafari,NNP,I-per
81136,,and,CC,O
81137,,fellow,JJ,O
81138,,Shi'ites,NNS,O
81139,,argued,VBD,O
81140,,that,IN,O
81141,,any,DT,O
81142,,more,JJR,O
81143,,than,IN,O
81144,,15,CD,O
81145,,Sunni,NNP,O
81146,,seats,NNS,O
81147,,would,MD,O
81148,,create,VB,O
81149,,an,DT,O
81150,,imbalance,NN,O
81151,,on,IN,O
81152,,the,DT,O
81153,,55-member,JJ,O
81154,,panel,NN,O
81155,,.,.,O
81156,Sentence: 3697,Both,DT,O
81157,,the,DT,O
81158,,United,NNP,B-geo
81159,,States,NNPS,I-geo
81160,,and,CC,O
81161,,the,DT,O
81162,,European,NNP,B-org
81163,,Union,NNP,I-org
81164,,have,VBP,O
81165,,backed,VBN,O
81166,,calls,NNS,O
81167,,for,IN,O
81168,,greater,JJR,O
81169,,Sunni,NNP,O
81170,,participation,NN,O
81171,,on,IN,O
81172,,the,DT,O
81173,,committee,NN,O
81174,,",",",",O
81175,,which,WDT,O
81176,,has,VBZ,O
81177,,four,CD,O
81178,,months,NNS,O
81179,,to,TO,O
81180,,write,VB,O
81181,,a,DT,O
81182,,permanent,JJ,O
81183,,constitution,NN,O
81184,,before,IN,O
81185,,a,DT,O
81186,,referendum,NN,O
81187,,set,VBN,O
81188,,for,IN,O
81189,,October,NNP,B-tim
81190,,.,.,O
81191,Sentence: 3698,British,JJ,B-gpe
81192,,film,NN,O
81193,,director,NN,O
81194,,Mike,NNP,B-per
81195,,Leigh,NNP,I-per
81196,,has,VBZ,O
81197,,canceled,VBN,O
81198,,a,DT,O
81199,,trip,NN,O
81200,,to,TO,O
81201,,Israel,NNP,B-geo
81202,,to,TO,O
81203,,protest,VB,O
81204,,against,IN,O
81205,,a,DT,O
81206,,proposed,VBN,O
81207,,loyalty,NN,O
81208,,oath,NN,O
81209,,.,.,O
81210,Sentence: 3699,Israel,NNP,B-geo
81211,,'s,POS,O
81212,,Cabinet,NNP,B-org
81213,,last,JJ,O
81214,,week,NN,O
81215,,passed,VBD,O
81216,,a,DT,O
81217,,bill,NN,O
81218,,that,WDT,O
81219,,would,MD,O
81220,,require,VB,O
81221,,non-Jewish,JJ,O
81222,,immigrants,NNS,O
81223,,to,TO,O
81224,,pledge,NN,O
81225,,loyalty,NN,O
81226,,to,TO,O
81227,,a,DT,O
81228,,"""",``,O
81229,,Jewish,JJ,O
81230,,and,CC,O
81231,,democratic,JJ,O
81232,,"""",``,O
81233,,state,NN,O
81234,,-,IN,O
81235,,language,NN,O
81236,,seen,VBN,O
81237,,as,IN,O
81238,,discriminatory,JJ,O
81239,,toward,IN,O
81240,,Israel,NNP,B-geo
81241,,'s,POS,O
81242,,Arab,JJ,B-gpe
81243,,minority,NN,O
81244,,.,.,O
81245,Sentence: 3700,Leigh,NNP,B-per
81246,,",",",",O
81247,,the,DT,O
81248,,award-winning,JJ,O
81249,,director,NN,O
81250,,of,IN,O
81251,,Naked,NNP,B-art
81252,,and,CC,B-org
81253,,Secrets,NNP,B-art
81254,,&,CC,I-art
81255,,Lies,NNP,I-art
81256,,",",",",O
81257,,said,VBD,O
81258,,he,PRP,O
81259,,was,VBD,O
81260,,no,RB,O
81261,,longer,RB,O
81262,,prepared,VBN,O
81263,,to,TO,O
81264,,take,VB,O
81265,,part,NN,O
81266,,in,IN,O
81267,,the,DT,O
81268,,"""",``,O
81269,,great,JJ,O
81270,,masters,NNS,O
81271,,"""",``,O
81272,,program,NN,O
81273,,at,IN,O
81274,,the,DT,O
81275,,Sam,NNP,B-org
81276,,Spiegel,NNP,I-org
81277,,Film,NNP,I-org
81278,,&,CC,I-org
81279,,Television,NNP,I-org
81280,,School,NNP,I-org
81281,,in,IN,O
81282,,Jerusalem,NNP,B-geo
81283,,.,.,O
81284,Sentence: 3701,In,IN,O
81285,,a,DT,O
81286,,letter,NN,O
81287,,to,TO,O
81288,,school,NN,O
81289,,director,NN,O
81290,,Renen,NNP,B-per
81291,,Schorr,NNP,I-per
81292,,",",",",O
81293,,Leigh,NNP,B-per
81294,,",",",",O
81295,,who,WP,O
81296,,is,VBZ,O
81297,,Jewish,JJ,O
81298,,",",",",O
81299,,said,VBD,O
81300,,he,PRP,O
81301,,opposed,VBD,O
81302,,Israel,NNP,B-geo
81303,,'s,POS,O
81304,,policies,NNS,O
81305,,toward,IN,O
81306,,Palestinians,NNS,B-gpe
81307,,and,CC,O
81308,,called,VBD,O
81309,,the,DT,O
81310,,loyalty,NN,O
81311,,oath,NN,O
81312,,the,DT,O
81313,,"""",``,O
81314,,last,JJ,O
81315,,straw,NN,B-tim
81316,,.,.,O
81317,,"""",``,O
81318,Sentence: 3702,Bangladesh,NNP,B-org
81319,,is,VBZ,O
